subject,course_number,course_text_narrative,title_short_desc
PHY,1304,"Descriptive Astronomy is a beginning course in astronomy. Included are topics such as historical astronomy, laws of motion, gravitation, the nature of light, stars, H-R diagrams, galaxies, the solar system, and cosmology with emphasis on why we believe what we think we know about the universe.",Descriptive Astronomy
CJ,4413,"Delinquent Child Law is an in-depth study of the evolution of the laws affecting juveniles, Oklahoma and federal juvenile statutes, development of the juvenile court structure, terminology unique to the juvenile legal system and processes and legal procedures of juvenile courts in Oklahoma and the United States.  Prerequisite(s):  ENG 1113 and 1213.",Delinquent Child Law
CJ,5413,"Delinquent Child Law is a in-depth study of the evolution of the laws affecting juveniles, Oklahoma and federal juvenile statutes, development of the juvenile legal system and processes and legal procedures of juvenile courts in Oklahoma and the United States.  Prerequisite(s):  Graduate standing.",Delinquent Child Law
FRSC,5163,"Death investigations are among the most important, complex, and challenging forensic science responsibilities.  Such investigations require an in-depth synthesis of a broad range of Forensic Science disciplines, expertise, and analyses. This course serves an an introduction to all aspects of the application of forensic science to death investigation procedures, processes, and protocols.  Students will learn the methodologies and major steps involved in the investigation of untimely death and will become proficient in developing, documenting, conducting, and managing various types of death investigation scenarios.  Students will develop skills and knowledge targeted at the integration and synthesis of diverse forensic science disciplines into the death investigation process.  Among the skills which will be developed are: information gathering and evaluation; behavioral and interview assessment; scene strategy development and implementation; field and laboratory evaluation of remains; evidence recognition, preservation, documentation, and analyses; autopsy procedures and protocols; legal and regulatory matters, expert testimony; and ethics practices and evaluation.  Prerequisite(s):  FRSC 3043.",Medicolegal Forensics
FRSC,4163,"Death investigations are among the most important, complex, and challenging forensic science responsibilities.  Such investigations require an in-depth synthesis of a broad range of Forensic Science disciplines, expertise, and analyses. This course serves an an introduction to all aspects of the application of forensic science to death investigation procedures, processes, and protocols.  Students will learn the methodologies and major steps involved in the investigation of untimely death and will become proficient in developing, documenting, conducting, and managing various types of death investigation scenarios.  Students will develop skills and knowledge targeted at the integration and synthesis of diverse forensic science disciplines into the death investigation process.  Among the skills which will be developed are: information gathering and evaluation; behavioral and interview assessment; scene strategy development and implementation; field and laboratory evaluation of remains; evidence recognition, preservation, documentation, and analyses; autopsy procedures and protocols; legal and regulatory matters, expert testimony; and ethics practices and evaluation.  Prerequisite(s):  FRSC 3043 and junior or senior standing.",Medicolegal Forensics
STAT,3213,"Data Science is an interdisciplinary field focusing on the computational analysis of data to extract knowledge and insight.  This course introduces the student to the collection, preparation, analysis, modeling, and visualization of data, covering both conceptual and practical issues.  Examples from diverse fields will be presented, and hands-on use of statistical and data manipulation software will be included.  Prerequisite(s):  CMSC 1613 and STAT 2113 both with a grade of C or better.",Fundamentals of Data Science
MCOM,5103,"Data Analysis in Communications is the applied study of the quantitative methods of research, monitoring, and tracking used by communicators and marketers to achieve their objectives. A key component of the course involves learning how to generate, interpret, and analyze statistical data. Admission to Graduate Program required. Prerequisite(s): MCOM 5043.",Data Analysis in Comm
MCOM,2223,Darkroom Photography focuses on the theory and practical use of black and white film and paper processing.  Prerequisite(s):  ENG 1113 and MCOM 1123.,Darkroom Photography
DANC,3582,"Dance Film encompasses the creative and theoretical perspectives of making dance for camera. The course provides emerging artists with the necessary artistic tools to create and articulate innovative dance films. This course emphasizes the choreographic shaping and framing of movement for film, and students are encouraged to cultivate their own artistic visions by participating in movement and film-making studies, seminar discussions and related viewing assignments. Students will learn editing, camera, and compositional skills to create unique dance films. Prerequisite(s): DANC 3432. Sophomore standing or higher required.",Dance Film
CJ,4523,"Cyber Crime provides an introduction to the investigation of computer crime and the forensic examination of digital evidence.  This course involves intensive study of the history and terminology of computer crime; the types of crimes committed in cyberspace; a behavioral profile of computer offenders; legal issues in cyberspace; the proper collection and preservation of digital evidence, and an overview of computer forensics.  Prerequisite(s):  ENG 1113, 1213, CJ 1413.  Junior or senior standing.",Cyber Crime
CJ,1543,"Custody and Control Tactics is an in-depth examination with aspects of force in custodial settings.  This course instructs students in the necessary attitudes, knowledge and psychomotor skills required for weaponless subject control, intermediate range weapons use and self-defense techniques.  The course also instructs students in how to minimize the use of excessive and unnecessary deadly force to meet legal review.  Prerequisite(s):  senior standing and admission to Collegiate Officer Program (COP).  Enrollment open to Criminal Justice majors only.  Concurrent enrollment in CJ 1533, 1553 and 1563 required.",Custody & Control Tactics
ART,5853,Curriculum materials for secondary school art will be developed and sequentially organized.  Presentation techniques are practiced.  Prerequisite(s):  Graduate standing.,Sec Art Educ Methods/art major
FMCD,4333,"Current Issues in Family Diversity will expand students' awareness of cultural variations within families. The areas of kinship, family organization, traditions, interpersonal relationships, parenting practices, values and beliefs, and prejudice will be the focus for the class. Prerequisite(s): Junior or senior standing required.",Current Issues in Fam Diversit
POL,4393,"Cultural Competency in Organizations prepares public administrators to incorporate cultural competency into policy development and implementation in order to meet the core requirements of effective delivery of services to a comprehensive and inclusive public.  The course focuses on the four components of cultural competency: (1) awareness of one's own cultural worldview; (2) attitudes toward cultural differences; (3) knowledge of different cultural practices and worldviews; and, (4) cross-cultural skills.  Prerequisite(s):  ENG 1113 and ENG 1213 and senior standing.",Cultural Competency in Orgs
POL,5393,"Cultural Competency in Organizations prepares public administrators to incorporate cultural competency into policy development and implementation in order to meet the core requirements of effective delivery of services to a comprehensive and inclusive public.  The course focuses on the four components of cultural competency: (1) awareness of one's own cultural worldview; (2) attitudes toward cultural differences; (3) knowledge of different cultural practices and worldviews; and, (4) cross-cultural skills.",Cultural Competency in Orgs
GERO,5333,Cross-Cultural Perspectives in Aging examines the processes of aging in various social and cultural contexts.  The course critically investigates the presumed and tacit cultural conventions on aging across cultures and develops and enriches knowledge of other societies to heighten cultural awareness and sensitivity.,Cross-Cultural Pspctvs/Aging
SOC,3233,"Cross-Cultural Aging will examine the processes of aging in various social and cultural contexts. The course aims to describe and critically investigate the frequently presumed and tacit cultural conventions on aging across cultures. Students will engage with knowledge from other societies and develops heightened cultural awareness and sensitivity, skills essential to describing social and demographic changes in today's world. Prerequisite(s): ENG 1113, ENG 1213, and SOC 2103. Junior or senior standing required.",Cross-Cultural Aging
CJ,4033,"Critical Issues in Criminal Justice presents to the student major critical issues facing the criminal justice system in America.  Major emphasis will be placed on the making of criminal law, police power in a democratic society, problems within the court and the correctional process in America. The course intends to develop an in-depth understanding on the part of the student concerning major critical issues in the area of criminal justice.   Prerequisite(s):  ENG 1113, ENG 1213 and CJ 1413 with junior or senior standing.",Crit Issues In Crim Justice
CJ,4723,"Critical Issues in Corrections is designed to give the student a comprehensive survey of the controversial issues in Oklahoma and American corrections, including but not limited to:  rehabilitation v.  punishment; shaming, electronic monitoring, boot camps, privatization; community supervision v. incarceration, drug offender incarceration v. treatment, white collar offenders, death penalty for adults and juveniles, coed institutions, incarceration of pregnant women and other issues in the field of corrections.  Prerequisite(s):  ENG 1113, 1213, CJ 3703.  Junior or senior standing.",Critical Issues In Corrections
CJ,5723,"Critical Issues in Corrections is designed to give the student a comprehensive survey of the controversial issues in Oklahoma and American corrections, including but not limited to:  rehabilitation v.  punishment, shaming, electronic monitoring, boot camps, privatization, community supervision v.  Incarceration, drug offender incarceration v. treatment, white collar offenders, death penalty for adults and juveniles, coed institutions, incarceration of pregnant women, and other issues in the field of corrections.  Prerequisite(s):  CJ 3703.",Critical Issues In Corrections
ENG,3263,"Critical and Cultural Theory surveys the history and practice of theory within the field of English studies. Students will evaluate the formal and social elements of texts and analyze works through a range of theoretical perspectives and lenses. Prerequisite(s): ENG 1113, ENG 1213, and ENG 2303.",Critical and Cultural Theory
MCOM,3553,"Crisis Principles and Cases is an examination of the fundamental elements involved in the practice of crisis communications and issues management.  The course will look at crisis response principles that apply across sectors; requirements and crisis needs unique to major industry sectors (i.e., energy, healthcare, nonprofits); major historical crisis cases and how they were handled; the key elements in a crisis response plan; and how media relations and social media play a role in crisis responses.  Prerequisite(s):  ENG 1113, ENG 1213, and MCOM 1113.",Crisis Principles and Cases
MCOM,4353,"Crisis Planning & Campaigns is the applied synthesis of the techniques, principles and concepts needed to produce a comprehensive crisis communicatoins plan and playbook for use by an organization.  Students will conceptualize, research and develop a comprehensive plan for a pre-selected client; and test one of the crisis scenario responses they develop during an intense half-day crisis simulation.  Prerequisite(s):  ENG 1113, ENG 1213, MCOM 1113, MCOM 1173, MCOM 2193, MCOM 3553, (MCOM 3653 or MCOM 4663), MCOM 3853 and MCOM 4053.",Crisis Planning & Campaigns
MCOM,3853,"Crisis Communications Writing will focus on different audiences and styles in media writing.  The course will examine similarities and differences in various writing styles within crisis situations.  Prerequisite(s):  ENG 1113, ENG 1213, MCOM 1113, MCOM 1173, MCOM 2193 and MCOM 3553.",Crisis Communication Writing
MCOM,5843,"Crisis and Ethics in Communication focuses on the key elements of preparation, prevention, and response communication before, during, and after an organizational crisis. Emphasis is on the use of ethical philosophy and theories in problem-solving, as well as understanding the three-stage approach of a crisis. Admission to Graduate Program required.",Crisis & Ethics in Comm
MCOM,4053,"Crisis & Media Relations will examine the elements of crisis-specific media.  Focus will be placed on specific strategies in a crisis situation and will include effective practices in dealing with media professionals.  Prerequisite(s):  ENG 1113, ENG 1213, MCOM 1113, MCOM 1173, MCOM 2193, MCOM 3553, (MCOM 3653 or MCOM 4663), and MCOM 3853.",Crisis & Media Relations
CJ,3633,Criminology examines the theoretical explanations of crime and diverse types of criminal behavior.  Credit may not be earned for both SOC 3633 and CJ 3633.  Prerequisities(s):  Sophomore standing or above.,Criminology
SOC,3633,Criminology examines the theoretical explanations of crime and diverse types of criminal behavior.  Credit may not be earned for both SOC 3633 and CJ 3633.  Prerequisite(s):  Sophomore standing or above.,Criminology
FRSC,3123,"Criminal Procedure for Forensic Science serves as an overview of the American criminal justice system, with particular emphasis on those procedures and processes most applicable to the field of forensic science.  Students will be introduced to the constitutional, procedural and administrative aspects of the U.S. justice system and the roles of the many entities and agencies which comprise the system.  Students will undertake a study of the laws of arrest and search and seizure, the rules of evidence and the rules of criminal procedure which dictate the manner in which forensic evidence and analysis are introduced and challenged in court.  Among the areas specifically addressed will be constitutional law, the phases of jury and bench trials, authentication of evidence, general and expert testimony, rules of discovery, rules of ethics, interagency cooperation, record keeping and retention, and handling and disposition of physical evidence.  Prerequisite(s):  FRSC 2503 with a grade of ""C"" or above and sophomore standing or above.",Criminal Proc for Forensic Sci
FRSC,4173,"Crime Scene Reconstruction is designed for investigators, crime scene technicians, forensic technicians, and others involved in criminal and medical-legal investigations and crime scene analysis. The course is intended to develop a fundamental knowledge of appropriate hypothesis development and testing procedures and provide an objective form of defining the events associated with a complex crime sometimes referred to as Event Analysis. Prerequisite(s): FRSC 3043. Junior or senior standing required.",Crime Scene Reconstruction
FRSC,5173,"Crime Scene Reconstruction is designed for investigators, crime scene technicians, forensic technicians, and others involved in criminal and medical-legal investigations and crime scene analysis. The course is intended to develop a fundamental knowledge of appropriate hypothesis development and testing procedures and provide an objective form of defining the events associated with a complex crime sometimes referred to as Event Analysis.",Crime Scene Reconstruction
FRSC,5153,"Crime Scene Photography expands on the basic crime scene photography module taught in Crime Scene Processing, with an emphasis on advanced photographic techniques particularly well-suited to crime scene photography.  Students will learn and practice specific photographic techniques relating to composition, basic exposure concepts, focus and depth of field, electronic flash techniques, and proper methodology for creating photo documentation of various types of crime scenes.  Photographic concepts will be presented through lecture and demonstration.  Students will undertake a number of field exercises designed to develop and test their skills in each area of study.  Field exercises will be conducted on the UCO campus in the vicinity of the Forensic Science Institute.  Prerequisite(s):  FRSC 3043.",Crime Scene Photography
FRSC,4153,"Crime Scene Photography expands on the basic crime scene photography module taught in Crime Scene Processing, with an emphasis on advanced photographic techniques particularly well-suited to crime scene photography.  Students will learn and practice specific photographic techniques relating to composition, basic exposure concepts, focus and depth of field, electronic flash techniques, and proper methodology for creating photo documentation of various types of crime scenes.  Photographic concepts will be presented through lecture and demonstration.  Students will undertake a number of field exercises designed to develop and test their skills in each area of study.  Field exercises will be conducted on the UCO campus in the vicinity of the Forensic Science Institute.  Prerequisite(s):  FRSC 3043 with junior or senior standing.",Crime Scene Photography
CJ,5253,"Crime and Intelligence Analysis provides the foundational elements of crime and intelligence analysis principles and methods.  Through structured analytic techniques, students will apply strategies to collect, collate, analyze, and disseminate criminal and intelligence information to meet the current needs of the law enforcement and intelligence communities.  Utilizing expert judgement and intuition, students will learn to challenge their own thinking and rigorously test their conclusions.",Crime & Intelligence Analysis
CJ,5553,"Crime Analysis Fieldwork course has two components: work in the field of study and classroom work.  Students are required to complete 80 hours of internship service in the discipline in addition to their course requirements.  The fieldwork experience demonstrates the practical application of knowledge and skills gained in the Crime and Intelligence Analysis program.  The course work consists of weekly class meetings and the following:  academic literature reviews, data cleaning and analysis preparation, and creation of an analysis plan utilizing software.  Prerequisite(s):  CJ 5223.  Enrollment open to Crime and Intelligence Analysis majors only.",Crime Analysis Fieldwork
MATH,5950,Credit would vary from 1 to 8 hours. Subject matter would vary within the department's field of study. Supervised practical experience gained in a professional field by an advanced or graduate student.,Internship In Mathematics
UCOL,4970,Credit will vary. This course involves a travel component during which students are presented visual/real life examples of materials they are studying.,Study Tour
UNIV,4970,Credit will vary. This course involves a travel component during which students are presented visual/real life examples of materials they are studying.,Study Tour
CJ,5970,Credit will vary. Subject matter will vary within the department's field of study. An enrollment associated with educational travel organized through university faculty. Such enrollment may be for credit or audit.,Study Tour In Criminal Justice
ACCT,5970,Credit will vary. Subject matter will vary within the department's field of study.,Study Tour
ART,5970,Credit will vary. Subject matter will vary within the department's field of study.,Study Tour In Art And Design
BCOM,5970,Credit will vary. Subject matter will vary within the department's field of study.,Study Tour
MUS,5970,Credit will vary. Subject matter will vary within the department's field of study.,Study Tour
MRKT,5970,Credit will vary.  Subject matter will vary within the departments's field of study.,Study Tour
ART,4970,Credit will vary.  Subject matter will vary within the department's field of study.  Prerequisite(s):  Junior or senior standing.,Study Tour In Art
SOC,4970,Credit will vary.  Subject matter will vary within the department's field of study.  Prerequisite(s):  ENG 1113 and 1213.,Study Tour In Sociology
CJ,4970,Credit will vary.  Subject matter will vary within the department's field of study.  An enrollment associated with educational travel organized through university faculty.  Such enrollment may be for credit or audit.  Prerequisite(s):  ENG 1113 and 1213.,Study Tour In Criminal Justice
BADM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
BIO,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Biology
BME,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Biomedical Engr
CEPS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour: Ed & Prof Studies
CHEM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Chemistry
CHIN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Chinese
CMSC,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Computer Science
CSDY,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Creative Studies
DANC,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Dance
DES,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Design
ECED,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ECON,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Economics
ELED,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ENG,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In English
ENGR,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Engineering
ENTR,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Entrepreneurship
FACS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FIN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FLGN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Foreign Language
FMCD,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FMKT,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FNRL,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FRCH,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In French
GEO,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Geography
GERM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In German
GRK,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Greek
HIST,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In History
HLTH,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Health
HUM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Humanities
IB,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Internat'l Bus
IME,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ISOM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
JAPN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Japanese
KINS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
LATN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Latin
LEAD,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Leadership
MATH,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Mathematics
MCOM,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Mass Comm
MGMT,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
MPER,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Music Performanc
MRKT,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Marketing
MUED,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Music Education
MUS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Music
NTRN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
NURS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Nursing
OCTE,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PHED,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PHIL,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Philosophy
PHY,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Physics
POL,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PSY,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Psychology
PTE,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
READ,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Reading
REC,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Recreation
SAS,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SFTY,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Safety Education
SLP,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SNSK,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SPAN,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Spanish
SPED,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
STAT,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Statistics
TESL,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
THRT,4970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Theatre Arts
ADED,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Adult Education
BADM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
BIO,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
CHEM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
CHIN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
CMSC,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
CSDY,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
DES,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Design
ECED,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ECON,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ELED,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ENG,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FACS,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FIN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FLGN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FMCD,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FMKT,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FNRL,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FRCH,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
FRSC,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
GENS,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
GEO,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
GERM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
GUID,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
HIST,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
HLTH,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
HUM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
IME,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
ISOM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
JAPN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
KINS,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
LATN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
MATH,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
MCOM,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Mass Com
MGMT,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
MPER,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour in Music Perform
NTRN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Nutrition
PHED,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PHIL,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PHY,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
POL,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PSY,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
PTE,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
READ,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SAS,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SFTY,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SLP,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SOC,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour In Sociology
SPAN,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
SPED,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
STAT,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
THRT,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
UCOL,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
UNIV,5970,Credit will vary.  Subject matter will vary within the department's field of study.,Study Tour
MUED,5970,Credit will vary.  Subject matter will vary within the department's field of study,Study Tour in Music Education
NURS,5970,Credit will vary.   Subject matter will vary within the department's field of study.,Study Tour In Nursing
IME,4940,Credit will vary from l to 6 hours.  Subject matter will vary within the department's field of study.,Field Study
FACS,5940,Credit will vary from 1 to 9 hours. Subject matter will vary within the department's field of study.  Prerequisite(s):  An undergraduate minor in the subject matter area and written permission of graduate advisor.,Field Study
ESFR,5940,Credit will vary from 1 to 9 hours. Subject matter will vary within the department's field of study.,Field Study
REC,5940,Credit will vary from 1 to 9 hours. Subject matter will vary within the department's field of study.,Field Study
FMKT,5940,Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Prerequisite: An undergraduate minor in the subject matter area and written permission of graduate advisor.,Field Study
EADM,5940,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Prerequisite(s): EADM 5543, and admission to the School Administration program.",Field Study
FMCD,5940,Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Prerequisite(s):  An undergraduate minor in the subject matter area and written permission of graduate advisor.,Field Study
ORGL,3000,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop in Org Leadership
IB,3000,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop in Internat'l Bus
ACCT,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Accounting
ART,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Art
BADM,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
BCOM,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
BIO,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Biology
CEPS,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
CHEM,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Chemistry
CHIN,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop In Chinese
CJ,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
CMSC,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
CSDY,4920,"Credit will vary from 1 to 9 hours.  Subject matter will vary within the department's field of study.  Normally involves lecture, films, guest speaker, etc.  A grade of ""P"" or ""F"" is given.  No more than 6 hours of workshop may be counted toward a bachelor's degree.",Workshop
